Date,Name,Year,Letterboxd URI,Rating,Genres,TMDB ID
2024-08-22,White Chicks,2004,https://boxd.it/1SpK,3.5,Comedy|Crime,12153.0
2024-08-23,One Day,2011,https://boxd.it/Asu,3.5,Drama|Romance,51828.0
2024-08-23,The Garfield Movie,2024,https://boxd.it/s93y,2.0,Adventure|Animation|Comedy|Family,748783.0
2024-08-24,Captain Phillips,2013,https://boxd.it/3GPK,4.5,Action|Drama|Thriller,109424.0
2024-08-27,Longlegs,2024,https://boxd.it/KzLM,3.0,Crime|Horror|Mystery,1226578.0
2024-08-28,Inside Out 2,2024,https://boxd.it/CFrC,4.0,Animation|Adventure|Comedy|Family,1022789.0
2024-09-02,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,4.0,Science Fiction|Drama|Romance,38.0
2024-09-02,Final Destination 2,2003,https://boxd.it/1YSS,2.5,Horror|Mystery,9358.0
2024-09-02,Final Destination,2000,https://boxd.it/1YrC,3.5,Horror,9532.0
2024-09-03,Spanish Affair 2,2015,https://boxd.it/bHoQ,3.5,Comedy|Romance|Family,348537.0
2024-09-03,Final Destination 3,2006,https://boxd.it/1Z40,3.0,Horror|Mystery,9286.0
2024-09-03,The Quiet Girl,2022,https://boxd.it/yvgm,3.5,Drama,916405.0
2024-09-03,Saw II,2005,https://boxd.it/2aRs,3.5,Horror,215.0
2024-09-03,Saw,2004,https://boxd.it/2aWW,3.0,Horror|Mystery|Crime,176.0
2024-09-03,Happy Feet,2006,https://boxd.it/1XH0,3.0,Animation|Comedy|Family,9836.0
2024-09-03,The Archer,2017,https://boxd.it/fzsy,2.0,Action,438455.0
2024-09-03,Ghost in the Shell,1995,https://boxd.it/1YYc,3.0,Action|Animation|Science Fiction,9323.0
2024-09-03,Se7en,1995,https://boxd.it/29zs,5.0,Crime|Mystery|Thriller,807.0
2024-09-03,Saving Face,2004,https://boxd.it/1Fj0,3.5,Comedy|Romance|Drama,19316.0
2024-09-04,Heroic Losers,2019,https://boxd.it/lXFS,4.0,Comedy|Thriller,596054.0
2024-09-05,About My Father,2023,https://boxd.it/vfcC,1.5,Comedy,829051.0
2024-09-09,Beetlejuice,1988,https://boxd.it/24QI,4.0,Fantasy|Comedy,4011.0
2024-09-14,The Breakfast Club,1985,https://boxd.it/27q4,3.5,Comedy|Drama,2108.0
2024-09-21,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,5.0,Animation|Adventure|Fantasy|Comedy|Family,315162.0
2024-09-21,Final Destination 5,2011,https://boxd.it/r1k,2.0,Horror|Mystery,55779.0
2024-09-21,Legally Blonde,2001,https://boxd.it/1ZNa,4.0,Comedy,8835.0
2024-09-29,The Secret Life of Walter Mitty,2013,https://boxd.it/3SWy,3.5,Adventure|Comedy|Drama|Fantasy,116745.0
2024-10-01,She's the Man,2006,https://boxd.it/1Y7W,2.0,Comedy|Romance,9655.0
2024-10-05,La La Land,2016,https://boxd.it/a5fa,4.5,Comedy|Drama|Romance,313369.0
2024-10-12,It's What's Inside,2024,https://boxd.it/DOV4,3.5,Comedy|Mystery|Science Fiction,1052280.0
2024-10-21,The Fall Guy,2024,https://boxd.it/s0Bm,4.0,Action|Comedy|Romance,746036.0
2024-10-22,A Monster Calls,2016,https://boxd.it/7DjE,2.5,Fantasy|Adventure|Family,258230.0
2024-10-25,Ghostland,2018,https://boxd.it/h5Uw,3.5,Horror,476299.0
2024-10-28,A Dog's Purpose,2017,https://boxd.it/dgSI,3.5,Adventure|Fantasy|Family|Drama,381289.0
2024-10-29,Woman of the Hour,2023,https://boxd.it/vuz2,2.5,,
2024-10-30,Don't Move,2024,https://boxd.it/EfWy,2.0,Horror|Thriller,1063877.0
2024-10-31,Three Colours: Blue,1993,https://boxd.it/2b7K,3.0,,
2024-10-31,Coco,2017,https://boxd.it/bYJQ,4.5,Family|Animation|Music|Adventure,354912.0
2024-11-01,Bride Wars,2009,https://boxd.it/1W3I,3.5,Comedy|Romance,10521.0
2024-11-05,The Peasants,2023,https://boxd.it/rwWa,4.0,Animation|History|Drama,734002.0
2024-11-06,Forrest Gump,1994,https://boxd.it/728,3.5,Comedy|Drama|Romance,13.0
2024-11-08,Trap,2024,https://boxd.it/D4nK,2.5,Crime|Horror|Thriller,1032823.0
2024-11-11,Alien,1979,https://boxd.it/2awY,3.0,Horror|Science Fiction,348.0
2024-11-18,The Substance,2024,https://boxd.it/zanS,3.5,Horror|Science Fiction,933260.0
2024-11-19,The Babysitter: Killer Queen,2020,https://boxd.it/n4VA,0.5,Comedy|Horror,623491.0
2024-11-24,Olivia Rodrigo: GUTS World Tour,2024,https://boxd.it/QyZK,3.5,Music,1365141.0
2024-12-02,Isn't It Romantic,2019,https://boxd.it/g1jE,2.5,Comedy|Fantasy|Romance,449563.0
2024-12-02,Coraline,2009,https://boxd.it/1NhQ,4.5,Animation|Family|Fantasy|Horror,14836.0
2024-12-02,Lift,2024,https://boxd.it/A5s6,1.5,Action|Comedy|Crime,955916.0
2024-12-03,The Intouchables,2011,https://boxd.it/2FT0,5.0,Drama|Comedy,77338.0
2024-12-06,Look Both Ways,2022,https://boxd.it/ujzI,3.0,Romance|Drama|Comedy,805327.0
2024-12-06,The Father,2020,https://boxd.it/m8Ie,3.0,Drama,600354.0
2024-12-07,A Nonsense Christmas with Sabrina Carpenter,2024,https://boxd.it/QkR8,4.0,Music|Comedy,1358820.0
2024-12-10,The Wild Robot,2024,https://boxd.it/IWFy,5.0,Family|Animation|Science Fiction|Adventure,1184918.0
2024-12-10,The Night Before,2015,https://boxd.it/9n9W,3.0,Comedy|Adventure|Fantasy,296100.0
2024-12-12,Little Forest,2018,https://boxd.it/fYHI,2.5,Drama,448491.0
2024-12-13,The Equalizer,2014,https://boxd.it/4TUK,4.0,Thriller|Action|Crime,156022.0
2024-12-14,Chicago,2002,https://boxd.it/28zm,4.0,Comedy|Crime|Drama,1574.0
2024-12-16,Saw III,2006,https://boxd.it/2aRC,2.5,Horror|Thriller|Crime,214.0
2024-12-17,Anna and the Apocalypse,2017,https://boxd.it/gwcE,2.5,,
2024-12-18,We Live in Time,2024,https://boxd.it/FC5u,4.0,Romance|Drama,1100099.0
2024-12-19,Other Side of the Box,2018,https://boxd.it/lXsa,4.0,Horror|Thriller,595801.0
2024-12-19,Runaway Bride,1999,https://boxd.it/23Om,2.5,Comedy|Romance,4806.0
2024-12-21,Last ExMas,2024,https://boxd.it/QuPw,2.0,Romance|Comedy,1363879.0
2024-12-22,The Shawshank Redemption,1994,https://boxd.it/2aHi,4.0,Drama|Crime,278.0
2024-12-24,Happiest Season,2020,https://boxd.it/iS3I,3.5,Romance|Comedy,520172.0
2024-12-25,Looking for Her,2022,https://boxd.it/DhoG,2.5,Romance|Comedy|Drama,1038157.0
2024-12-29,Christmas at the Ranch,2021,https://boxd.it/ulik,1.0,Romance|Comedy|Drama,805973.0
2024-12-29,Jingle All the Way,1996,https://boxd.it/1Z58,3.5,Family|Adventure|Comedy,9279.0
2024-12-30,All Quiet on the Western Front,2022,https://boxd.it/H08,4.0,War|Drama,49046.0
2024-12-31,Bandslam,2009,https://boxd.it/1zkc,3.0,Comedy|Drama|Music,23367.0
2025-01-03,Klaus,2019,https://boxd.it/ipoi,4.5,Animation|Family|Comedy,508965.0
2025-01-04,Spy,2015,https://boxd.it/71Ks,4.0,Action|Comedy|Crime,238713.0
2025-01-05,Pride & Prejudice,2005,https://boxd.it/24u8,4.0,Drama|Romance,4348.0
2025-01-05,The Polar Express,2004,https://boxd.it/23am,2.0,Adventure|Animation|Family|Fantasy,5255.0
2025-01-05,Dead Poets Society,1989,https://boxd.it/2aSg,4.5,Drama,207.0
2025-01-06,Love Actually,2003,https://boxd.it/2aeU,3.0,Comedy|Romance|Drama,508.0
2025-01-08,Kill,2023,https://boxd.it/HTqS,4.0,,
2025-01-12,Deadpool & Wolverine,2024,https://boxd.it/jq8s,4.0,Action|Comedy|Science Fiction,533535.0
2025-01-12,Uranus 2324,2024,https://boxd.it/IdU4,1.5,Romance|Drama|Science Fiction,1167366.0
2025-01-17,Triangle,2009,https://boxd.it/1tQG,2.0,Horror,26466.0
2025-01-19,Pan's Labyrinth,2006,https://boxd.it/28No,3.0,Fantasy|Drama|War,1417.0
2025-01-19,Capitán Barato,2024,https://boxd.it/O9S6,5.0,Documentary,1314226.0
2025-01-20,Back in Action,2025,https://boxd.it/By9k,2.0,Action|Comedy,993710.0
2025-01-21,Bridge to Terabithia,2007,https://boxd.it/28YG,4.0,Adventure|Drama|Family,1265.0
2025-01-22,John Tucker Must Die,2006,https://boxd.it/1Z2S,3.0,Comedy|Romance,9293.0
2025-01-24,Bend It Like Beckham,2002,https://boxd.it/2am0,2.0,Comedy|Drama|Romance,455.0
2025-01-25,Booksmart,2019,https://boxd.it/igNS,3.0,Comedy,505600.0
2025-01-26,Tragedy Girls,2017,https://boxd.it/eB7K,1.5,Horror|Comedy,413857.0
2025-01-28,Avalon High,2010,https://boxd.it/DyA,3.0,,
2025-01-28,When a Stranger Calls,2006,https://boxd.it/1XcG,3.5,Horror|Mystery,10053.0
2025-01-30,Nosferatu,2024,https://boxd.it/f5eG,4.0,Horror|Fantasy,426063.0
2025-02-03,The Sixth Sense,1999,https://boxd.it/29Js,4.0,Mystery|Thriller|Drama,745.0
2025-02-05,Monster,2023,https://boxd.it/DJEM,4.0,Mystery|Thriller|Drama,1050035.0
2025-02-06,Time Cut,2024,https://boxd.it/vcWM,1.5,Horror|Science Fiction|Thriller,827931.0
2025-02-08,Terminator 2: Judgment Day,1991,https://boxd.it/2aGY,3.5,Action|Thriller|Science Fiction,280.0
2025-02-09,Eden Lake,2008,https://boxd.it/1Q1m,1.5,Horror|Thriller,13510.0
2025-02-09,Sidelined: The QB and Me,2024,https://boxd.it/A8lW,2.5,Comedy|Romance,957119.0
2025-02-11,A Different Man,2024,https://boxd.it/BoEC,4.0,Comedy|Drama,989662.0
2025-02-12,Migration,2023,https://boxd.it/ztfo,4.0,Family|Comedy|Adventure|Animation,940551.0
2025-02-14,Wrong Turn,2003,https://boxd.it/1Xzq,2.0,Horror|Thriller,9902.0
2025-02-14,Raw,2016,https://boxd.it/dLd2,3.0,,
2025-02-15,Promising Young Woman,2020,https://boxd.it/loRE,3.5,Thriller|Crime|Drama,582014.0
2025-02-15,Attack of the Meth Gator,2023,https://boxd.it/FgOi,0.5,,
2025-02-16,The Tinder Swindler,2022,https://boxd.it/yMLw,3.5,Documentary|Crime,923632.0
2025-02-17,My Old Ass,2024,https://boxd.it/zLP0,3.0,Drama|Comedy,947891.0
2025-02-18,My Fault: London,2025,https://boxd.it/NnHu,2.5,Drama|Romance,1294203.0
2025-02-20,Companion,2025,https://boxd.it/F04o,3.5,Horror|Science Fiction|Thriller,1084199.0
2025-02-21,Bridget Jones's Diary,2001,https://boxd.it/29WQ,4.0,Comedy|Romance|Drama,634.0
